date,Fe_x,Fe_y,Fe_z,N1_x,N1_y,N1_z,N2_x,N2_y,N2_z,N3_x,N3_y,N3_z,N4_x,N4_y,N4_z,O1_x,O1_y,O1_z,O2_x,O2_y,O2_z,O3_x,O3_y,O3_z,O4_x,O4_y,O4_z
2024-01-01 0:00,0,0,0,-0.436153336,-1.910052683,-1.199039159,-1.915018382,0.522068995,-0.580208923,1.884216455,-0.497288624,-0.500554543,0.485064756,1.843879912,-1.256680253,-1.120338959,3.735386948,2.46984381,1.239066998,-0.870602734,2.592891145,0.190116228,1.383705342,1.113459468,-0.846879174,-1.200838233,1.039812101
2024-01-01 0:00,0,0,0,-0.435688168,-1.903544584,-1.197680724,-1.895111573,0.5276988,-0.566159447,1.871699232,-0.490201575,-0.490400015,0.485929707,1.838809503,-1.246285362,-1.123772162,3.737806189,2.470497432,1.251059758,-0.871583421,2.604983146,0.185730788,1.378101259,1.116391951,-0.862978317,-1.186641127,1.042403535
2024-01-01 0:00,0,0,0,-0.434777063,-1.896445814,-1.195458478,-1.875915443,0.533093349,-0.550038587,1.86008414,-0.484403562,-0.480806218,0.486340708,1.832564726,-1.234915803,-1.12691103,3.739675163,2.47193723,1.263778261,-0.872246012,2.617775553,0.181811584,1.37263633,1.121396835,-0.878020202,-1.172079108,1.047460967
2024-01-01 0:00,0,0,0,-0.433408269,-1.88885371,-1.192351063,-1.857957659,0.53814883,-0.531656155,1.849737309,-0.479900692,-0.470818146,0.486436007,1.82526956,-1.222560048,-1.129453748,3.741329606,2.474426959,1.276626999,-0.873204616,2.630871718,0.178443551,1.367144693,1.129066042,-0.891648742,-1.15717358,1.055305444
2024-01-01 0:00,0,0,0,-0.431587555,-1.880878806,-1.188356445,-1.84175606,0.542783515,-0.510959943,1.841129675,-0.476705796,-0.459605212,0.486355879,1.817093694,-1.20921335,-1.131209291,3.743144299,2.478147314,1.28898012,-0.875069519,2.643895334,0.175672736,1.361537464,1.139762994,-0.903625049,-1.141964143,1.066084778
2024-01-01 0:00,0,0,0,-0.429327848,-1.872642923,-1.18346208,-1.827762886,0.546898773,-0.487982835,1.834715189,-0.474815233,-0.446526337,0.486225111,1.808217488,-1.194857404,-1.132108858,3.74548983,2.483192881,1.300436131,-0.87828841,2.656627057,0.173549674,1.355748704,1.153636183,-0.91379357,-1.126517415,1.079834225
2024-01-01 0:00,0,0,0,-0.426649448,-1.864259682,-1.177661187,-1.8163651,0.550424163,-0.46287332,1.830931561,-0.474198225,-0.431170634,0.486156628,1.798851339,-1.179478649,-1.13218781,3.748733887,2.489564675,1.311014692,-0.883079891,2.669045869,0.172096799,1.349755343,1.170686284,-0.922110714,-1.110884838,1.096464965
2024-01-01 0:00,0,0,0,-0.423575003,-1.855830981,-1.170942241,-1.807862701,0.55329973,-0.435888034,1.83015475,-0.474800183,-0.413295708,0.486246158,1.789219031,-1.163064879,-1.131575955,3.753168166,2.497173537,1.321183213,-0.889426136,2.6813206,0.171326078,1.34356318,1.190749894,-0.928653725,-1.09510447,1.115752229
2024-01-01 0:00,0,0,0,-0.420123958,-1.847431825,-1.163291002,-1.802439233,0.555485998,-0.407402604,1.832693942,-0.476537835,-0.392773072,0.486579061,1.779569452,-1.145610671,-1.130477352,3.758923063,2.505845551,1.331671603,-0.897126308,2.693723817,0.171243707,1.337229703,1.213481554,-0.933659781,-1.079173968,1.137286487
2024-01-01 0:00,0,0,0,-0.416402616,-1.839227833,-1.154665094,-1.80012942,0.556946511,-0.378073025,1.838632897,-0.479272396,-0.3698319,0.487175425,1.77022187,-1.12708687,-1.129224583,3.765865282,2.515298995,1.34318552,-0.905888834,2.706494527,0.171704387,1.330989058,1.238208659,-0.937711035,-1.063199979,1.160400896
2024-01-01 0:00,0,0,0,-0.412450506,-1.831255149,-1.1450635,-1.800816808,0.557675719,-0.348582415,1.848099072,-0.482906964,-0.344519315,0.488088667,1.761404632,-1.107513138,-1.128142325,3.773560396,2.525230112,1.356334149,-0.91536965,2.719853768,0.172731838,1.32503357,1.263915519,-0.941556201,-1.04708813,1.184195031
2024-01-01 0:00,0,0,0,-0.40830203,-1.823501683,-1.134485881,-1.80418217,0.55770582,-0.319734916,1.86111768,-0.487330634,-0.31694821,0.489363444,1.75332351,-1.086916596,-1.127555043,3.781374248,2.535344976,1.371561075,-0.925220621,2.733951724,0.174391655,1.31962835,1.289264379,-0.946125828,-1.030654609,1.207650828
2024-01-01 0:00,0,0,0,-0.403986354,-1.815909024,-1.122933592,-1.809758628,0.557116014,-0.292371288,1.877598872,-0.492413934,-0.287328095,0.491039608,1.746155842,-1.065329451,-1.127691687,3.788659483,2.545441871,1.389159246,-0.935132967,2.748876199,0.17679666,1.315053066,1.312879174,-0.95217942,-1.013689262,1.22999635
2024-01-01 0:00,0,0,0,-0.399531256,-1.808372804,-1.110415109,-1.817058578,0.556029295,-0.26720787,1.897296601,-0.498004447,-0.256031549,0.493151666,1.740044545,-1.042793403,-1.128564437,3.794948672,2.555500119,1.409283788,-0.944899804,2.764656009,0.180069288,1.311479317,1.333953728,-0.959826056,-0.996107771,1.251126502
2024-01-01 0:00,0,0,0,-0.394962698,-1.800751339,-1.096949757,-1.825729246,0.554582845,-0.244651141,1.919751576,-0.503925331,-0.223685412,0.495728038,1.735096082,-1.019365065,-1.129912078,3.800053006,2.565696007,1.43195607,-0.954469813,2.781273866,0.184261994,1.308868305,1.352718908,-0.968430377,-0.978048119,1.271606084
2024-01-01 0:00,0,0,0,-0.3903029,-1.792891534,-1.082571436,-1.835652362,0.552879489,-0.224683812,1.944222884,-0.509985679,-0.1912891,0.498786564,1.731372939,-0.995133262,-1.131265701,3.804043974,2.576323123,1.457023421,-0.9639811,2.798668068,0.189312174,1.3069923,1.370223629,-0.976996131,-0.959828648,1.292248731
2024-01-01 0:00,0,0,0,-0.385570667,-1.784653739,-1.067342864,-1.846876645,0.55097733,-0.206927881,1.969702625,-0.516010436,-0.160223424,0.502332587,1.728889547,-0.970219698,-1.132095396,3.80715967,2.587672342,1.48411907,-0.973738932,2.816723012,0.19508051,1.3055609,1.38767682,-0.984596293,-0.941812728,1.31372773
2024-01-01 0:00,0,0,0,-0.380772623,-1.77593766,-1.051346083,-1.859458824,0.548904064,-0.190803969,1.995106192,-0.521878828,-0.131967508,0.506356598,1.727600819,-0.944767778,-1.131938987,3.809727011,2.59994775,1.512620799,-0.984182115,2.835258679,0.201408673,1.304305665,1.406024334,-0.990540056,-0.924325796,1.336454644
2024-01-01 0:01,0,0,0,-0.375897229,-1.766702956,-1.034677035,-1.873339285,0.546685352,-0.175699138,2.019658909,-0.527521093,-0.10746856,0.510836268,1.727401092,-0.918934126,-1.130470194,3.812121888,2.613234781,1.541649982,-0.995837418,2.854007247,0.208158627,1.30300935,1.425843513,-0.99437956,-0.907630865,1.360609153
2024-01-01 0:01,0,0,0,-0.370893417,-1.757021549,-1.01740759,-1.888286512,0.544351109,-0.161032654,2.043173279,-0.532873513,-0.086520798,0.515750124,1.728126599,-0.892916389,-1.127522778,3.814704649,2.627520212,1.570160685,-1.009252331,2.872646314,0.215183258,1.301381739,1.447476764,-0.99591299,-0.891985458,1.386313978
2024-01-01 0:01,0,0,0,-0.365796016,-1.747342363,-0.999836083,-1.903920701,0.541960858,-0.146357694,2.065942782,-0.53773963,-0.068135654,0.521291432,1.730079892,-0.867162067,-1.123049411,3.817887764,2.642575886,1.597248749,-1.024865355,2.890737532,0.22247338,1.299244324,1.470863741,-0.995020688,-0.877631617,1.413338591
2024-01-01 0:01,0,0,0,-0.36060385,-1.7378415,-0.982104561,-1.919782025,0.539602929,-0.131390504,2.088243272,-0.541881103,-0.051091655,0.527387972,1.73309628,-0.841827447,-1.117181609,3.822066432,2.658180087,1.622475928,-1.042840194,2.908080882,0.229925145,1.296522346,1.495881043,-0.991767612,-0.864618934,1.441435848
2024-01-01 0:01,0,0,0,-0.355376856,-1.728703699,-0.964393718,-1.935444846,0.537383538,-0.116013782,2.110172823,-0.545084635,-0.034435828,0.533888462,1.736996884,-0.817046099,-1.110203344,3.82753611,2.674043973,1.646084635,-1.062959788,2.924712977,0.237415265,1.293233446,1.522229659,-0.986403332,-0.852901024,1.470218595
2024-01-01 0:01,0,0,0,-0.350107981,-1.72021825,-0.946827635,-1.950346454,0.535343581,-0.100108875,2.131654729,-0.547207493,-0.017508789,0.540761492,1.741568159,-0.792989227,-1.102474978,3.834331649,2.689882773,1.6688473,-1.08471933,2.940883673,0.244947906,1.289344253,1.549475988,-0.979338209,-0.842399612,1.499210514
2024-01-01 0:01,0,0,0,-0.344819235,-1.71267691,-0.929537511,-1.96397104,0.533495887,-0.083678154,2.152483647,-0.548193916,2.75E-05,0.547960695,1.746596685,-0.769815829,-1.094485182,3.84217116,2.705400525,1.691614453,-1.107453575,2.956842145,0.252576166,1.284935881,1.57696573,-0.971249696,-0.83288925,1.52774544
2024-01-01 0:01,0,0,0,-0.339576963,-1.706325607,-0.912666748,-1.975913587,0.53185668,-0.066847057,2.172389387,-0.548051985,0.018282762,0.555409042,1.751924741,-0.747661173,-1.086854679,3.850476682,2.720309066,1.715052969,-1.130475013,2.972727389,0.260429104,1.28028849,1.603805918,-0.963135755,-0.823895292,1.55492939
2024-01-01 0:01,0,0,0,-0.334478494,-1.701365486,-0.896357057,-1.985890015,0.530443909,-0.049848824,2.191096952,-0.546852388,0.037237791,0.563011447,1.757445738,-0.726627641,-1.080271604,3.858486869,2.734360915,1.739595323,-1.153187793,2.988566528,0.268745394,1.275894798,1.628907974,-0.956214114,-0.81474059,1.57973752
2024-01-01 0:01,0,0,0,-0.329596796,-1.697983754,-0.880706411,-1.993641458,0.529245669,-0.032998742,2.208345553,-0.544728173,0.056822371,0.570707015,1.763073816,-0.706794901,-1.075288945,3.86547498,2.747416059,1.765470681,-1.175176978,3.004340236,0.277859862,1.272361389,1.651223324,-0.951469595,-0.804841013,1.601365007
2024-01-01 0:01,0,0,0,-0.324970652,-1.696343067,-0.865771426,-1.998991956,0.528258937,-0.016711764,2.223933908,-0.541865497,0.076932087,0.5784685,1.768756977,-0.688217874,-1.072110121,3.870984813,2.759465684,1.792772312,-1.196219709,3.020044108,0.288038105,1.270151127,1.670129535,-0.949090124,-0.794090035,1.619652854
2024-01-01 0:01,0,0,0,-0.32037656,-1.695896795,-0.851274111,-2.001805185,0.527540832,-0.00150455,2.237688088,-0.538475438,0.097498795,0.586098043,1.774000651,-0.670785024,-1.070487055,3.874980099,2.77068133,1.821465172,-1.216247644,3.035801543,0.299209717,1.269324893,1.685794419,-0.948364381,-0.782970382,1.635152638
2024-01-01 0:01,0,0,0,-0.315872317,-1.696787981,-0.83726396,-2.002126229,0.527127005,0.011990297,2.249448265,-0.534824833,0.11829027,0.593533355,1.778837098,-0.654521099,-1.069866012,3.877703434,2.781197249,1.851361123,-1.235327459,3.051722724,0.310984316,1.269382566,1.69896076,-0.948246006,-0.772300084,1.648786481
2024-01-01 0:01,0,0,0,-0.311493821,-1.69907695,-0.823783352,-2.000096222,0.527072293,0.023004907,2.259068499,-0.531207536,0.13888749,0.600704674,1.783303267,-0.639452543,-1.069598172,3.879549647,2.791092091,1.882144781,-1.253616076,3.067904268,0.3228415,1.269598824,1.710428295,-0.947824641,-0.762845791,1.661341578
2024-01-01 0:01,0,0,0,-0.307270345,-1.702760493,-0.81087195,-1.995963344,0.527432394,0.030745307,2.266409261,-0.527925174,0.158617169,0.607534115,1.787448071,-0.625612917,-1.069127662,3.880941323,2.800381452,1.913373842,-1.271348627,3.084390586,0.334308837,1.269317491,1.720769621,-0.946497727,-0.755161904,1.673364759
2024-01-01 0:01,0,0,0,-0.303230416,-1.707814124,-0.798565691,-1.990078448,0.52824987,0.034557196,2.271353885,-0.525262226,0.176498876,0.613944434,1.791345097,-0.613024936,-1.068069123,3.882263298,2.809044652,1.944481322,-1.288846786,3.101131506,0.345042738,1.268092974,1.730322058,-0.943934283,-0.749590635,1.685234366
2024-01-01 0:01,0,0,0,-0.299402557,-1.714198304,-0.786865931,-1.982834908,0.529543101,0.034109356,2.273850556,-0.523448828,0.191256894,0.619858069,1.79507996,-0.601672327,-1.066212084,3.883840268,2.817069824,1.974796608,-1.306540292,3.117972435,0.354839466,1.265703648,1.739306305,-0.940021383,-0.746300563,1.697236867
