date,Fe-O163_dist,Fe-O164_dist,Fe-O165_dist,Fe-O166_dist,Fe-O167_dist,Fe-O168_dist,Fe-O169_dist,Fe-O170_dist,Fe-O171_dist,Fe-O172_dist,Fe-O173_dist,Fe-O174_dist,Fe-O175_dist,Fe-O176_dist,Fe-O177_dist,Fe-O178_dist,Fe-O179_dist,Fe-O180_dist,Fe-O181_dist,Fe-O182_dist,Fe-O183_dist,Fe-O184_dist,Fe-O185_dist,Fe-O186_dist,Fe-O187_dist,Fe-O188_dist,Fe-O189_dist,Fe-O190_dist,Fe-O191_dist,Fe-O192_dist,Fe-O193_dist,Fe-O194_dist,Fe-N94_dist,Fe-N95_dist,Fe-N96_dist,Fe-N97_dist,cn_fe_n,fe_n_mean,fe_n_min,fe_n_std,cn_fe_o,fe_o_mean,fe_o_min,fe_o_std,shell1_count,shell2_count,shell3_count,shell1_mean,shell1_min,shell1_std,fe_out_of_plane
2024-01-01 0:00,9.155605893,6.798334019,7.400014085,7.293310909,7.733432496,6.739374006,6.736994403,4.594920188,5.101354417,2.912771234,5.872650928,6.41894025,5.64988376,5.275038092,8.308442893,10.13044348,9.273990486,13.02631155,10.33895624,9.613873348,9.819312695,13.82163,8.337379444,6.979523156,12.14524713,9.55617225,8.638749343,14.27776974,7.768066085,12.02263204,1.880773974,1.85080149,2.289522794,2.223533756,2.212668234,2.294343716,0,2.255017125,2.212668234,0.037154586,2,7.983521875,1.85080149,3.070039804,3,0,1,2.214782233,1.85080149,0.493704413,0.622144554
2024-01-01 0:00,9.159514763,6.798712717,7.402020988,7.297070997,7.7342887,6.741790043,6.743443921,4.591603681,5.110621656,2.916989652,5.873229657,6.419858157,5.655090831,5.2755737,8.310496327,10.13101852,9.270248797,13.02775062,10.34232155,9.612810927,9.821678265,13.82640155,8.338551003,6.979485649,12.15092518,9.559224497,8.64355102,14.2771773,7.769324807,12.02385097,1.869243214,1.841944857,2.294511208,2.221670791,2.204479581,2.297742523,0,2.254601026,2.204479581,0.041983839,2,7.984869204,1.841944857,3.071429952,3,0,1,2.209392574,1.841944857,0.50047079,0.615269551
2024-01-01 0:00,9.16371308,6.799585051,7.404255857,7.300816886,7.734728248,6.744224666,6.750281819,4.588700144,5.120589592,2.920733456,5.873656246,6.421999306,5.660249123,5.276777013,8.312303766,10.1318595,9.267256183,13.02939517,10.3464275,9.61287999,9.824550149,13.8319835,8.339858634,6.980167671,12.15675128,9.562643227,8.648969386,14.27701057,7.770941932,12.02475785,1.858262916,1.834319808,2.299124528,2.217386874,2.19357239,2.300888936,0,2.252743182,2.19357239,0.048011702,2,7.986582798,1.834319808,3.072804248,3,0,1,2.204438726,1.834319808,0.506591171,0.608005659
2024-01-01 0:00,9.16828664,6.800881611,7.406715369,7.304443247,7.734484465,6.746816966,6.757418335,4.586703881,5.131369623,2.924308268,5.873827114,6.425282973,5.665305041,5.278697395,8.314433371,10.13307191,9.265101635,13.03122972,10.3513076,9.614178755,9.827892936,13.83822397,8.34136747,6.981508369,12.16271276,9.566527339,8.655163927,14.27722441,7.772893384,12.02559364,1.847887492,1.827865831,2.303206635,2.210702152,2.180186994,2.303649654,0,2.249436359,2.180186994,0.055059371,2,7.98871017,1.827865831,3.074140129,3,0,1,2.20002053,1.827865831,0.512213993,0.600272816
2024-01-01 0:00,9.173311675,6.802535434,7.409401336,7.307941009,7.733526945,6.74972244,6.764761401,4.586063351,5.143008654,2.928145209,5.873754582,6.429574743,5.670309539,5.281322816,8.317347801,10.1347685,9.263803487,13.0332852,10.35695069,9.616709853,9.831674874,13.84496431,8.343170453,6.983435705,12.1688427,9.570979016,8.662255567,14.27778962,7.775186546,12.02669097,1.838182587,1.822482127,2.306601836,2.201698845,2.164611374,2.305868508,0,2.244695141,2.164611374,0.062921997,2,7.991309348,1.822482127,3.075414909,3,0,1,2.196269974,1.822482127,0.517553634,0.592017756
2024-01-01 0:00,9.178845793,6.804494083,7.412319565,7.31139772,7.732073429,6.753088476,6.772226158,4.587074052,5.15549105,2.932674667,5.873552686,6.434685946,5.675417188,5.284581708,8.321363815,10.13705649,9.263302281,13.035637,10.36330632,9.620389051,9.835878697,13.85205882,8.345373837,6.985888419,12.17519939,9.576086505,8.670302655,14.27869854,7.777859882,12.02842421,1.829212254,1.818026596,2.309166426,2.190515362,2.147178453,2.30736877,0,2.238557253,2.147178453,0.071377147,2,7.994437103,1.818026596,3.076614723,3,0,1,2.193304506,1.818026596,0.522833597,0.583224066
2024-01-01 0:00,9.184926184,6.80672484,7.415478018,7.314990763,7.730515054,6.757026112,6.779744279,4.589763241,5.168748359,2.938258462,5.873400584,6.440384611,5.680855915,5.28836391,8.326643909,10.14002914,9.26346932,13.03839718,10.37029392,9.625040634,9.840504314,13.85939241,8.348079543,6.988831161,12.18185096,9.58190556,8.679296399,14.27996748,7.780982067,12.03114355,1.821020685,1.814303239,2.310776195,2.177335494,2.128272995,2.307961838,0,2.231086631,2.128272995,0.080187363,2,7.998135369,1.814303239,3.077741742,3,0,1,2.191194129,1.814303239,0.528261374,0.573920754
2024-01-01 0:00,9.19156742,6.809224269,7.418884971,7.318970256,7.729304779,6.761574099,6.787274673,4.593822808,5.182665531,2.945152509,5.873502045,6.446425393,5.686876307,5.292554065,8.333185601,10.14375506,9.26413328,13.04170335,10.37781409,9.63038974,9.845577664,13.86689007,8.35136992,6.992261621,12.18887129,9.588448315,8.689170916,14.28164213,7.784651998,12.03509738,1.813614877,1.811081217,2.311334653,2.162358945,2.108350829,2.30746058,0,2.222376252,2.108350829,0.089102208,2,8.002420551,1.811081217,3.078816449,3,0,1,2.189949534,1.811081217,0.534010146,0.564186035
2024-01-01 0:00,9.198767962,6.812022572,7.422551498,7.323631609,7.728867607,6.766698997,6.794816859,4.598692447,5.197108386,2.953530287,5.874056505,6.452590624,5.693718797,5.29706003,8.340839139,10.14827978,9.265119312,13.04569464,10.38576077,9.636074137,9.851146921,13.8745256,8.355306307,6.996215584,12.19634201,9.595694479,8.699833928,14.2837963,7.788987248,12.04039262,1.806930776,1.808161203,2.310771504,2.145778183,2.087922681,2.305687401,1,2.212539942,2.087922681,0.097867874,2,8.007287967,1.806930776,3.079869944,3,0,1,2.189540755,1.806930776,0.540222412,0.554138558
2024-01-01 0:00,9.206517991,6.815183309,7.426481137,7.329276257,7.729538689,6.772289555,6.802416209,4.603738268,5.211937505,2.963494248,5.875239902,6.45874445,5.701579329,5.301836459,8.349300613,10.15361806,9.26628541,13.05048681,10.39403033,9.64167448,9.857275597,13.88231602,8.359919038,7.000753314,12.2043401,9.603595831,8.711184424,14.28651526,7.794105678,12.04696998,1.800852043,1.805458072,2.309044885,2.12778712,2.067567261,2.302502913,1,2.201725545,2.067567261,0.106229533,2,8.012717324,1.800852043,3.080927716,3,0,1,2.189934788,1.800852043,0.546992372,0.543946541
