Step,cn_fe_n,fe_n_mean,fe_n_min,fe_n_std,cn_fe_o,fe_o_mean,fe_o_min,fe_o_std,shell1_count,shell2_count,shell3_count,shell1_mean,shell1_min,shell1_std,fe_out_of_plane
32,0,2.2546010257235576,2.204479580651779,0.04198383914960183,2,7.984869203904695,1.841944857263385,3.0714299516202206,3,0,1,2.2093925743544762,1.841944857263385,0.5004707903557541,0.6152695514173712
33,0,2.2527431820542922,2.1935723903823807,0.048011701618869834,2,7.986582797642715,1.8343198075834397,3.0728042479519293,3,0,1,2.2044387264278984,1.8343198075834397,0.5065911713355293,0.6080056590103573
34,0,2.249436358890895,2.1801869937930167,0.05505937111110429,2,7.988710170318972,1.8278658310431686,3.0741401289770285,3,0,1,2.2000205302522122,1.8278658310431686,0.5122139927956225,0.6002728162666267
35,0,2.244695140967779,2.1646113744317685,0.06292199702437441,2,7.991309347871414,1.8224821270249032,3.0754149088986122,3,0,1,2.1962699743666403,1.8224821270249032,0.5175536335322053,0.5920177555408136
36,0,2.238557252770338,2.147178452743917,0.07137714722048456,2,7.994437102608172,1.8180265964202809,3.0766147231052554,3,0,1,2.193304505886358,1.8180265964202809,0.5228335974765014,0.5832240655435084
37,0,2.2310866306864363,2.1282729953572805,0.08018736253355091,2,7.998135368866835,1.8143032389556,3.0777417417056316,3,0,1,2.191194128729682,1.8143032389556,0.5282613742429073,0.5739207536329141
38,0,2.222376251814793,2.10835082923458,0.08910220842518198,2,8.002420551428841,1.8110812168118293,3.078816448970099,3,0,1,2.189949534272077,1.8110812168118293,0.534010146201957,0.5641860345968216
39,1,2.2125399422583296,2.087922681471982,0.09786787380653318,2,8.007287966829322,1.8069307756952833,3.07986994365648,3,0,1,2.189540755089029,1.8069307756952833,0.5402224119934824,0.5541385577529616
40,1,2.2017255448680175,2.067567261317111,0.10622953258032997,2,8.012717323830154,1.80085204346342,3.0809277162659674,3,0,1,2.189934787863866,1.80085204346342,0.5469923723994622,0.5439465414707845
41,1,2.1901157233676853,2.0478803414674074,0.11394618776041764,2,8.018681231593135,1.79528832705863,3.0819912476220677,3,0,1,2.191148369728643,1.79528832705863,0.5543259175082368,0.5338083963898057
42,2,2.177880410664235,2.0292955867819757,0.12082566122299013,2,8.025145736284031,1.7903394676246018,3.0830344101609692,3,0,1,2.1932600184437816,1.7903394676246018,0.5621225387428002,0.523989895125086
43,2,2.165119667223017,2.01199465069427,0.12678299054514858,2,8.032101518444989,1.7862185311073868,3.0840210213979704,2,1,1,1.7931684308418703,1.7862185311073868,0.006949899734483567,0.5143378664609533
44,2,2.1519381501201433,1.9960079593809639,0.1317834741313236,2,8.03954703662631,1.78325264412363,3.084911008203224,2,1,1,1.7915504672751124,1.78325264412363,0.00829782315148242,0.5044338515496563
45,2,2.1384725146883214,1.9813466225461167,0.13579576798876888,2,8.047483708535786,1.7817735011116431,3.085673763099941,2,1,1,1.791145516942115,1.7817735011116431,0.00937201583047198,0.49367184086168037
46,2,2.124908831787621,1.968121569729563,0.1387584073979611,2,8.055909763197302,1.782054106929961,3.0862946980542487,2,1,1,1.7921038748523719,1.782054106929961,0.010049767922410968,0.4814376327680713
47,2,2.111498126876116,1.9565898515917683,0.1405687381587831,2,8.064819392596375,1.7842939387395753,3.086769761190678,2,1,1,1.794526751780308,1.7842939387395753,0.010232813040732758,0.46726792547072893
48,2,2.0984963720772307,1.9470529267554522,0.14111667058749075,2,8.074218766001156,1.7885889629589642,3.0871003085329214,2,1,1,1.7984656665948542,1.7885889629589642,0.009876703635889883,0.45084984590058697
49,2,2.0861763768022117,1.939866607004558,0.14028513278668242,2,8.08412546900946,1.7949827770287414,3.087281642237363,2,1,1,1.8039389477308871,1.7949827770287414,0.008956170702145716,0.43206136122340255
50,2,2.0747993632113966,1.935384965433828,0.13796920968118065,2,8.094568153517177,1.8034411421049574,3.0873055301543575,2,1,1,1.8109172738027133,1.8034411421049574,0.007476131697755739,0.41092907323030947
51,2,2.064602757513842,1.9295929012358246,0.13409094989512194,2,8.105575786477967,1.8138481658251184,3.0871704208602093,2,1,1,1.8193052520918984,1.8138481658251184,0.005457086266779876,0.38760762063855525
52,2,2.055795146228325,1.9218726693184933,0.12866646092232772,2,8.117136569012171,1.8259723311226927,3.086883710381046,2,1,1,1.8289864957766653,1.8259723311226927,0.0030141646539725286,0.36257318104549574
53,2,2.048517269166829,1.9171471213827946,0.12172446700428576,2,8.129219359906358,1.839302229172568,3.0864949684172815,2,1,1,1.839602132831186,1.839302229172568,0.00029990365861798374,0.33622487965857273
54,2,2.0428266236555825,1.9152909704549483,0.11337782787520262,2,8.14175945576194,1.8481946673356877,3.086077844098251,2,1,1,1.8506546809335958,1.8481946673356877,0.0024600135979081506,0.30906355686013864
55,2,2.038699119876938,1.9160077021143465,0.10384233078408739,2,8.15467259507302,1.8566374414843925,3.085703349488188,2,1,1,1.8616291396093947,1.8566374414843925,0.00499169812500222,0.2816637605792175
56,3,2.0360415234474853,1.918924308005819,0.09345578674542872,2,8.167879279929636,1.8651579753997627,3.0853989878068275,2,1,1,1.8722379011519965,1.8651579753997627,0.007079925752233818,0.25461738813280455
57,3,2.0347098205786116,1.9237212875533019,0.08270265739360572,2,8.181321459992112,1.8738776775392836,3.0851246815268727,2,1,1,1.8825784592054742,1.8738776775392836,0.008700781666190593,0.2284666417372181
58,3,2.034518570454942,1.930227483658202,0.07225343517576456,2,8.194954354695135,1.8830027235098208,3.0847917544875347,2,1,1,1.893023926456165,1.8830027235098208,0.010021202946344232,0.20367497905720766
59,3,2.0352354619946986,1.9383881206695865,0.06300707330623713,2,8.208729555047167,1.892702201625034,3.0843044064972043,2,1,1,1.903977414492446,1.892702201625034,0.011275212867411732,0.1806466760104658
60,4,2.0365899384924084,1.9481501340338836,0.056069115934584815,2,8.222589097430426,1.9030656312116485,3.0835905405995887,2,1,1,1.9157271876800364,1.9030656312116485,0.012661556468387847,0.1596862059325973
61,4,2.0383407503046387,1.9593711078985925,0.05257368269680913,2,8.236467958748907,1.9141164442493306,3.082613565259413,2,1,1,1.9284223535773486,1.9141164442493306,0.014305909328018007,0.1408447131346977
62,3,2.0403452944153555,1.9717696616233331,0.05329461060308302,2,8.250316317440173,1.9259665589817583,3.081369445399918,2,1,1,1.9421522188235885,1.9259665589817583,0.01618565984183018,0.12373092931197949
63,3,2.042795315240539,1.984957476101671,0.058109449879039154,2,8.264000974101641,1.9385121605064486,3.079870084477612,2,1,1,1.956799796125554,1.9385121605064486,0.018287635619105513,0.10776465977459393
64,3,2.045644374143873,1.9976071284134662,0.06605198104930565,2,8.277469889843724,1.9516419242824088,3.0781392752995016,2,1,1,1.9722515746198672,1.9516419242824088,0.02060965033745843,0.09237902787944352
65,3,2.0488263548265473,1.9924255047719295,0.07596962997798082,2,8.290675501493169,1.965190679256835,3.0761938995233966,2,1,1,1.988329137522909,1.965190679256835,0.02313845826607408,0.07720069686952935
66,3,2.0522227102271837,1.9885458401765457,0.08690749378524955,2,8.3035951646708,1.9789827181419704,3.0740510355944455,2,1,1,2.0047849025492877,1.9789827181419704,0.025802184407317408,0.061961520135028314
67,3,2.0557033912343465,1.9789397381634093,0.09813082403404454,2,8.316182329414325,1.992745995745471,3.0717455691261404,2,1,1,2.0212724869545604,1.992745995745471,0.028526491209089344,0.04655792231450817
68,3,2.0591553236639726,1.9646425081362249,0.10908686592698386,2,8.328356073272758,2.0060506829814937,3.069340187132432,2,1,1,2.0373313114572342,2.0060506829814937,0.031280628475740535,0.0310197246670304
69,3,2.0624934809069373,1.9519160725580067,0.11937221217673154,2,8.340011217161898,2.018345434495063,3.0669169555939932,2,1,1,2.052421586239495,2.018345434495063,0.034076151744432126,0.01546113290551443
70,3,2.0656363166199734,1.9409860020128864,0.12869703176941572,2,8.351047079033892,2.0291459614547263,3.064546015677387,2,1,1,2.066077625581114,2.0291459614547263,0.03693166412638793,3.375735779809208e-05
71,3,2.0685326121318885,1.9320315442615565,0.1368690327077923,2,8.361386870627744,2.0382900712043424,3.062248003436813,2,1,1,2.078104725391725,2.0382900712043424,0.039814654187382725,0.01506483212213161
72,3,2.070819002154637,1.924415415752948,0.1440368785932821,2,8.371036651740837,2.0460111846081994,3.059989043339967,2,1,1,2.0886761514097634,2.0460111846081994,0.04266496680156373,0.02960115662561813
73,3,2.0725139509357415,1.9183002145906696,0.15010355772401285,2,8.379980614973926,2.0528309156727533,3.057693888457841,2,1,1,2.0981559824512823,2.0528309156727533,0.04532506677852921,0.043253373818388785
74,3,2.073637623730217,1.91376850552295,0.15501217871006864,2,8.388194913855944,2.0592137065249223,3.0552942090645514,2,1,1,2.1068339371883154,2.0592137065249223,0.04762023066339305,0.05557325831242066
75,3,2.0742157411611717,1.9108431863932016,0.15872378059002745,2,8.395657339069043,2.0654968080976386,3.0527494365768533,2,1,1,2.1148733252069993,2.0654968080976386,0.04937651710936053,0.066010609789251
76,3,2.0742917793486715,1.9095247920227554,0.16119791279862622,2,8.402366318562468,2.0719345836826935,3.0500502435970875,2,1,1,2.122375215462945,2.0719345836826935,0.05044063178025171,0.07396346796092546
77,3,2.0739161438417058,1.90978420501488,0.16240115641840003,2,8.408361341782218,2.078753884572069,3.0472138641573068,2,1,1,2.1294575809685967,2.078753884572069,0.0507036963965275,0.07885177774226593
78,3,2.073192579192382,1.9116372602788272,0.16230807906835937,2,8.413753446910832,2.0862291407539932,3.044269234541432,2,1,1,2.136375557536378,2.0862291407539932,0.05014641678238507,0.08025250238452708
79,3,2.072450324012776,1.915731845466588,0.16076123027746383,2,8.418614881629827,2.0946859690407895,3.041250584476265,2,1,1,2.1433110928341206,2.0946859690407895,0.04862512379333084,0.07805151084814421
80,3,2.0716883500618457,1.9215366737336703,0.1580546249488714,2,8.423113026666906,2.1043500527329635,3.03821227946874,2,0,2,2.1504577018001707,2.1043500527329635,0.04610764906720721,0.07266786644243739
81,3,2.0710086457249828,1.9293194177541055,0.1543216296396613,2,8.427256166372242,2.1151078633349556,3.0351863551269225,2,0,2,2.157719844038187,2.1151078633349556,0.04261198070323147,0.06472238982242784
82,3,2.0701178009257557,1.9380791069580858,0.14999707488519848,2,8.431053779339642,2.126318789766857,3.032237961297604,2,0,2,2.1647733551172,2.126318789766857,0.03845456535034275,0.0550033569207079
83,3,2.0691581681484195,1.948157836678156,0.14510699729464424,2,8.43453329796407,2.137613005688518,3.0294212746013334,2,0,2,2.1714233628236594,2.137613005688518,0.033810357135141356,0.04442770080314595
84,3,2.0680153601990723,1.9592277256831039,0.13986012588664196,2,8.43764399977498,2.1481871317296233,3.0268012511708235,2,0,2,2.1772148997377068,2.1481871317296233,0.029027768008083266,0.03359310377743596
85,3,2.066577693043718,1.970948779796018,0.13446128696904797,2,8.440336816115341,2.157354046175505,3.0244224717008694,2,0,2,2.181793115027927,2.157354046175505,0.024439068852422086,0.022912200002481842
86,3,2.064760016893911,1.9686918204666835,0.12911581417381654,2,8.442589715510557,2.1649003110281693,3.022285451770624,2,0,2,2.1850997572271087,2.1649003110281693,0.020199446198939652,0.012662496325618444
87,3,2.0625000192836014,1.957311028533433,0.12401655563533828,2,8.444403948540089,2.171167067190007,3.0203438880451188,2,0,2,2.187398341113513,2.171167067190007,0.016231273923505984,0.003022907687845078
88,3,2.059753096822749,1.945757384622108,0.11932506414081367,2,8.44578773027321,2.176769148545444,3.0185283931270797,2,0,2,2.1890999940282376,2.176769148545444,0.012330845482793507,0.0059008247694677385
89,3,2.056498662057455,1.9341865313536468,0.11515493799859837,2,8.446751242539847,2.1822995672283296,3.0167738277781533,2,0,2,2.190581767846139,2.1822995672283296,0.008282200617809377,0.01406533418872713
90,3,2.0527404657247716,1.9227785012622507,0.11156250872859931,2,8.447307724718744,2.1882026219397317,3.0150348579223407,2,0,2,2.1920978280339987,2.1882026219397317,0.0038952060942669675,0.021488594758520163
91,3,2.048503527581914,1.9117285807420408,0.10854550620982818,2,8.447477592302082,2.1927510045713845,3.01329156390698,2,0,2,2.1937616300374687,2.1927510045713845,0.001010625466083992,0.028265175230431816
92,3,2.043843414399672,1.9012706725381743,0.10603767756122279,2,8.447290098001424,2.188966281648927,3.0115503104977477,2,0,2,2.195564567614315,2.188966281648927,0.00659828596538814,0.0345944541273544
93,3,2.038837923443549,1.8916321203099533,0.1039465546714407,2,8.446791877147266,2.184435772947167,3.00982940226145,2,0,2,2.1974427025873755,2.184435772947167,0.013006929640208442,0.04081028033645984
94,3,2.03358019163354,1.883022489186605,0.10216910965546082,2,8.446039939106246,2.1789658560557696,3.0081546877859235,2,0,2,2.199291077981279,2.1789658560557696,0.02032522192550923,0.04740393796369635
95,3,2.0281775155671844,1.8756149499787107,0.10061850359696804,2,8.445096121433451,2.1724036162813967,3.006555484743275,2,0,2,2.200970105958106,2.1724036162813967,0.028566489676709494,0.05500262225436647
96,3,2.0227356126698064,1.8695056539111141,0.09925149417640064,2,8.44401274039535,2.1646410676013192,3.0050635275993334,2,0,2,2.202295013069241,2.1646410676013192,0.03765394546792189,0.06426479195777979
97,3,2.0173612721526757,1.8647161012387612,0.09807380563115076,2,8.442821044766443,2.1556055790264943,3.003717915936284,2,0,2,2.2030078326530105,2.1556055790264943,0.04740225362651618,0.07569056130559282
98,3,2.0121506149170467,1.8612037536922026,0.09712358358271353,2,8.441522749925912,2.1452487706181405,3.002566553029701,2,0,2,2.2027643991227412,2.1452487706181405,0.05751562850460079,0.08936096661826176
99,4,2.007170440936879,1.8588750434183352,0.09644547051085543,2,8.440089835296115,2.1335383482662342,3.0016591871384515,2,0,2,2.2011683842402023,2.1335383482662342,0.06763003597396788,0.10484689294073712
100,3,2.002459659595452,1.8576300568712387,0.09606799040186047,2,8.438472925867972,2.1204583304519464,3.0010265436989467,2,0,2,2.197911408214231,2.1204583304519464,0.0774530777622846,0.12135121500140333
101,3,1.9980359700904662,1.857379166159002,0.09600588960699391,2,8.436615051870188,2.106005707217282,3.0006556551566503,2,0,2,2.1929511168965417,2.106005707217282,0.08694540967925946,0.13800042305919807
102,3,1.9939099050242923,1.8580538753734257,0.09626109713614125,2,8.434465630716032,2.0902017126969725,3.0004892649397674,2,0,2,2.1865340543871725,2.0902017126969725,0.0963323416902,0.15402906356178475
103,3,1.9900995701533115,1.8596103187921007,0.09683248682770584,2,8.431977695084683,2.0730847892691155,3.0004499732081156,2,0,2,2.1790280325469986,2.0730847892691155,0.10594324327788307,0.16887420447974594
104,3,1.9866296982471991,1.8620207908150876,0.09771373814881106,2,8.429111258127115,2.054709667408715,3.0004639630331083,2,0,2,2.1707675325383207,2.054709667408715,0.11605786512960581,0.1821632264058392
105,3,1.9835296354455514,1.8652699544849118,0.09889010053608982,2,8.425840980465942,2.035154078605707,3.0004697920768506,2,0,2,2.162008310520453,2.035154078605707,0.12685423191474565,0.19367919019738972
106,3,1.9808372392511338,1.8693565985046348,0.10033348146557447,2,8.422161887492944,2.014519200470154,3.0004227570964845,2,0,2,2.152927050675846,2.014519200470154,0.13840785020569202,0.20332017096959365
107,3,1.9785910803964213,1.8742824778326255,0.10200031508459086,2,8.418093827368562,1.9929338515383686,3.000292746766549,2,0,2,2.1436483103362094,1.9929338515383686,0.15071445879784084,0.21107595483618524
108,3,1.9768228165013744,1.8800384361233045,0.10383151852096902,2,8.413681055405025,1.9705394732918518,3.000061533852051,2,0,2,2.1342557464955383,1.9705394732918518,0.16371627320368665,0.21701604498240606
109,3,1.9755673720234566,1.8866107682808817,0.10575340750056199,2,8.408986314030432,1.9474765521332085,2.999720675397128,2,0,2,2.1247911813989555,1.9474765521332085,0.17731462926574681,0.22130823624237494
110,3,1.974856301328638,1.8939678155684843,0.1076789435365582,2,8.40408198060871,1.9238639475982848,2.999271946361649,2,0,2,2.1152380239800634,1.9238639475982848,0.1913740763817785,0.22423026083169667
111,3,1.9747174363151156,1.90205166461897,0.10950967522656621,2,8.399038538680855,1.8997571233046615,2.9987335409571876,2,0,2,2.105480396593071,1.8997571233046615,0.20572327328840923,0.22619834602580102
112,3,1.9750933730458298,1.8965516589663864,0.11117103538061195,2,8.39387283008681,1.8752852590681464,2.9981311215370194,2,0,2,2.0953603149340854,1.8752852590681464,0.22007505586593923,0.22811787523616056
113,3,1.9761224714630816,1.888011958024199,0.11249286315911178,2,8.388653913929282,1.8503969822306618,2.9975317476085803,2,0,2,2.084482141180498,1.8503969822306618,0.23408515894983595,0.23034236592950702
114,3,1.977860286471836,1.8819592763171165,0.11330881057942511,2,8.383405472158266,1.8253840779488737,2.99698575789386,2,0,2,2.0725643729048593,1.8253840779488737,0.2471802949559856,0.23357941852695124
115,3,1.980368249678284,1.8789303000319517,0.11344840133481379,2,8.378139437485125,1.8007701625481778,2.996512648727267,2,0,2,2.0595388126474967,1.8007701625481778,0.25876865009931904,0.23846141147999256
116,3,1.9837005005066515,1.879444991612711,0.11275450037381897,2,8.37286892820983,1.7772253097354467,2.9960811748539222,2,0,2,2.04571824616806,1.7772253097354467,0.2684929364326134,0.24543094346682792
117,3,1.9878690774127221,1.8838692379819684,0.11112144662459951,2,8.367614330602017,1.7554455492974748,2.9956209060946413,2,0,2,2.0317473931117416,1.7554455492974748,0.2763018438142669,0.25461002831455876
118,3,1.992815149191593,1.8922880037078396,0.10854225907891507,2,8.362404815552694,1.7360820351902366,2.9950554551058675,2,0,2,2.0183612801952853,1.7360820351902366,0.2822792450050484,0.2657629240735618
119,3,1.9983956102203289,1.904415182833144,0.10514502676567508,2,8.357279531930153,1.719694507731104,2.9943273571133107,2,0,2,2.0061882731451863,1.719694507731104,0.28649376541408234,0.2783315577580806
120,3,2.0044018009112916,1.9196524867909692,0.10117891788652049,2,8.35229334289392,1.7067358650821665,2.9934039028643964,2,0,2,1.9956935554513933,1.7067358650821665,0.2889576903692268,0.2915862426811892
121,3,2.010600649145261,1.9372411146994555,0.09695456291842314,2,8.347515463813508,1.6975466124647203,2.992270538280864,2,0,2,1.9871900673003384,1.6975466124647203,0.28964345483561815,0.30480012408187734
122,3,2.0166775428019488,1.9413458592368256,0.09279797367841558,2,8.343027173248597,1.692686908351034,2.9909101461065357,2,0,2,1.981049447410812,1.692686908351034,0.28836253905977793,0.31760032962858065
123,3,2.0224913863325975,1.9427486234284077,0.08892086126578845,2,8.338899875095596,1.6922234681531658,2.9893238070385584,2,0,2,1.9773347160153676,1.6922234681531658,0.28511124786220177,0.32957604641166127
124,3,2.027793413308307,1.9442153024247262,0.08549014223790563,2,8.335178236218637,1.6957390513166115,2.9875404509681105,2,0,2,1.9757998960516288,1.6957390513166115,0.28006084473501724,0.34035159516767927
125,3,2.0325244922747983,1.9459848761395548,0.08266741086215329,2,8.331933062439694,1.7027819243287496,2.9855818431508188,2,0,2,1.9761776914040716,1.7027819243287496,0.27339576707532187,0.34948478472700417
126,3,2.0365753479055217,1.9482066403621567,0.0804811603911368,2,8.329186234632646,1.7128008490148339,2.983489037908619,2,0,2,1.9780790650276119,1.7128008490148339,0.2652782160127779,0.35689269561057874
127,3,2.0398728615134916,1.9510335548131454,0.07886887213562795,2,8.32693079305432,1.725139878631098,2.981323104405446,2,0,2,1.9809733744251508,1.725139878631098,0.2558334957940527,0.36259983916092287
128,3,2.0423845011534345,1.9546115770095709,0.07770038646389094,2,8.325132223229499,1.7392505125849695,2.9791557452020236,2,0,2,1.9842718055564297,1.7392505125849695,0.24502129297146003,0.3667411996642085
129,3,2.0441240337123534,1.9590776014834812,0.07681202829873092,2,8.323731608530633,1.7548885249985504,2.9770519653791037,2,0,2,1.9874559362930846,1.7548885249985504,0.2325674112945343,0.36956244044866654
130,3,2.0451520795313636,1.964549525764753,0.07604665012686196,2,8.322645525549953,1.772045397821669,2.9750545150010295,2,0,2,1.9901837082243645,1.772045397821669,0.21813831040269538,0.37141838525816545
131,3,2.0455797618204996,1.971121308924067,0.0752917035159214,2,8.321773289912667,1.790724885797428,2.973168741710676,2,0,2,1.9923886148076448,1.790724885797428,0.20166372901021667,0.37274324591676944
132,3,2.0455682227085634,1.9670531892601144,0.07450210136587916,2,8.321003948249656,1.8107692807590834,2.971367512930398,2,0,2,1.9942403803188102,1.8107692807590834,0.18347109955972696,0.37399273292933416
133,3,2.0452976763665593,1.959073499241482,0.07371754005813531,2,8.320241120794766,1.8318836880916003,2.9696168065845243,2,0,2,1.995976355889724,1.8318836880916003,0.1640926677981237,0.3755387803352464
134,2,2.044974858162809,1.9511236419633298,0.07306480606748066,2,8.319409246251466,1.8536822249005183,2.967896683751305,2,0,1,1.9977425995232392,1.8536822249005183,0.14406037462272092,0.3776858091886111
135,2,2.0448220802397596,1.9434064497608217,0.07273746937809679,2,8.318465675512115,1.87575751703555,2.966203493954658,2,0,1,1.9995764841098866,1.87575751703555,0.1238189670743366,0.38071751657065556
136,2,2.045048268558057,1.9361098139138628,0.07293478188405553,2,8.317402289042743,1.8977210019315385,2.9645446031053218,2,0,1,2.0014325624974143,1.8977210019315385,0.10371156056587594,0.38490605035979025
137,2,2.045810574573342,1.9294133178788437,0.07379027584758908,2,8.316234872271117,1.9192322244753761,2.962926593273028,2,0,1,2.003229281386729,1.9192322244753761,0.08399705691135306,0.39038966924412627
138,2,2.0471817027220998,1.9234869169729831,0.07531975501866117,2,8.314993329807479,1.940010697591184,2.9613501259755184,2,0,1,2.004875485526939,1.940010697591184,0.06486478793575468,0.3969637085471079
